Current Region,CurrentDistrict,Previous Region,PreviousDistrict,Arrival,ZoneName,OrganisationAcronym,0-4M,0-4F,5-11M,5-11F,12-17M,12-17F,18_59M,18_59F,60+M,60+F,Individuals,Category,Need
SO22,Banadir,SO23,Qoryooley,1/2/2020,South  Central,SRDO,2,1,0,0,0,0,1,1,0,0,5,Conflict/Insecurity,
SO22,Banadir,SO23,Qoryooley,1/4/2020,South  Central,SRDO,1,2,1,0,0,0,0,1,0,0,5,Conflict/Insecurity,
SO22,Banadir,SO23,Qoryooley,1/2/2020,South  Central,SRDO,2,1,1,1,0,0,0,1,0,0,6,Conflict/Insecurity,
SO22,Banadir,SO23,Qoryooley,1/2/2020,South  Central,SRDO,2,3,0,0,0,0,0,1,0,0,6,Conflict/Insecurity,
SO22,Banadir,SO21,Balcad,1/2/2020,South  Central,SRDO,2,1,0,0,0,0,0,1,0,0,4,Conflict/Insecurity,
SO28,Afmadow,SO27,Jilib,1/2/2020,South  Central,SAF,0,1,1,0,0,0,1,1,0,0,4,Conflict/Insecurity,Food
SO22,Banadir,SO23,Afgooye,1/2/2020,South  Central,SOHRA,1,1,0,1,0,0,1,1,0,0,5,Flood,Shelter
SO22,Banadir,SO23,Afgooye,1/2/2020,South  Central,SOHRA,1,1,1,1,0,0,1,1,0,0,6,Flood,Shelter
SO22,Banadir,SO23,Afgooye,1/2/2020,South  Central,SOHRA,0,1,0,0,0,0,1,1,0,0,3,Flood,Shelter
SO28,Jamaame,SO28,Jamaame,1/1/2020,South  Central,JF,1,1,1,1,0,1,1,1,1,0,8,Conflict/Insecurity,Shelter
SO28,Jamaame,SO28,Jamaame,1/1/2020,South  Central,JF,1,1,1,1,1,1,1,1,0,1,9,Conflict/Insecurity,Shelter
SO28,Jamaame,SO28,Jamaame,1/1/2020,South  Central,JF,0,1,1,1,1,0,1,1,0,1,7,Conflict/Insecurity,Shelter
SO28,Jamaame,SO28,Jamaame,1/1/2020,South  Central,JF,1,1,1,1,1,1,1,1,1,1,10,Conflict/Insecurity,Shelter
SO16,Qardho,SO22,Banadir,1/1/2020,Puntland,PDO,2,0,1,2,0,0,0,1,0,0,6,Conflict/Insecurity,Livelihood support
SO16,Qardho,SO22,Banadir,1/2/2020,Puntland,PDO,0,2,3,1,0,0,1,1,0,0,8,Conflict/Insecurity,Livelihood support
SO16,Qardho,SO16,Qardho,1/1/2020,Puntland,PDO,3,0,1,1,0,0,1,1,0,0,7,Drought,Livelihood support
SO16,Qardho,SO16,Qardho,1/1/2020,Puntland,PDO,3,0,1,1,0,0,1,1,0,0,7,Drought,Livelihood support
SO16,Qardho,SO22,Banadir,1/4/2020,Puntland,PDO,1,2,1,0,0,0,0,1,0,0,5,Conflict/Insecurity,Food
SO16,Qardho,SO16,Bossaso,1/4/2020,Puntland,PDO,0,0,0,0,0,0,0,1,0,0,1,Drought,Food
SO16,Bandarbeyla,SO15,Badhan,1/1/2020,Puntland,PDO,0,0,1,2,1,1,1,1,0,0,7,Drought,Livelihood support
SO16,Qardho,SO16,Qardho,1/4/2020,Puntland,PDO,0,0,0,1,0,3,2,1,1,0,8,Drought,Food
SO16,Qardho,SO22,Banadir,1/2/2020,Puntland,PDO,2,0,0,0,0,0,1,1,0,0,4,Conflict/Insecurity,Livelihood support
SO16,Qardho,SO16,Qardho,1/4/2020,Puntland,PDO,1,1,1,0,0,0,1,0,0,0,4,Drought,Food
SO16,Qardho,SO11,Lughaye,1/2/2020,Puntland,PDO,2,0,0,2,0,0,1,1,0,0,6,Drought,Livelihood support
SO16,Qardho,SO16,Bossaso,1/3/2020,Puntland,PDO,1,2,0,1,0,0,1,1,0,0,6,Drought,Livelihood support
SO18,Gaalkacyo,SO18,Gaalkacyo,1/3/2020,Puntland,SBACO,0,1,0,2,0,1,1,0,0,0,5,Drought,Livelihood support
SO12,Hargeysa,SO14,Xudun,1/3/2020,Somaliland,VOSOMWO,0,0,1,0,1,1,1,1,0,0,5,Drought,Food
SO18,Gaalkacyo,SO18,Galdogob,1/3/2020,Puntland,SBACO,0,2,0,2,0,1,1,0,0,0,6,Drought,Livelihood support
SO18,Gaalkacyo,SO18,Gaalkacyo,1/3/2020,Puntland,SBACO,0,2,0,0,0,1,1,0,0,0,4,Drought,Livelihood support
SO18,Galdogob,SO18,Galdogob,1/3/2020,Puntland,SBACO,0,2,0,0,1,0,1,1,0,0,5,Drought,Livelihood support
SO18,Gaalkacyo,SO18,Gaalkacyo,1/2/2020,Puntland,SBACO,0,2,0,0,0,1,1,1,0,0,5,Drought,Shelter
SO12,Hargeysa,SO15,Ceel Afweyn,1/3/2020,Somaliland,VOSOMWO,0,0,0,1,1,0,0,1,1,0,4,Conflict/Insecurity,Transport
SO24,Baidoa,SO24,Baidoa,1/1/2020,South  Central,ISHA/IHRO,1,2,1,0,0,1,1,0,0,0,6,Drought,Livelihood support
SO24,Baidoa,SO24,Buur Hakaba,1/1/2020,South  Central,ISHA/IHRO,1,1,2,1,1,1,0,0,0,0,7,Drought,Livelihood support
SO24,Baidoa,SO24,Buur Hakaba,1/2/2020,South  Central,ISHA/IHRO,0,1,1,3,1,1,1,0,0,0,8,Conflict/Insecurity,Livelihood support
SO24,Baidoa,SO24,Baidoa,1/1/2020,South  Central,ISHA/IHRO,2,1,0,1,3,1,1,0,0,0,9,Drought,Livelihood support
SO24,Baidoa,SO24,Buur Hakaba,1/2/2020,South  Central,ISHA/IHRO,1,1,2,1,2,1,1,0,0,0,9,Conflict/Insecurity,Agricultural/pastoralist support
SO22,Banadir,SO23,Afgooye,1/2/2020,South  Central,SOHRA,1,2,0,0,0,0,1,1,0,0,5,Flood,Food
SO22,Banadir,SO23,Afgooye,1/2/2020,South  Central,SOHRA,2,1,0,2,0,0,1,1,0,0,7,Flood,Food
SO22,Banadir,SO23,Qoryooley,1/2/2020,South  Central,SRDO,2,2,0,0,0,0,0,1,0,0,5,Conflict/Insecurity,Shelter
SO22,Banadir,SO23,Qoryooley,1/2/2020,South  Central,SRDO,2,1,0,0,0,0,1,1,0,0,5,Conflict/Insecurity,Food
SO26,Garbahaarey,SO26,Garbahaarey,1/3/2020,South  Central,SORDES,0,2,1,1,0,0,1,1,0,0,6,Drought,Shelter
SO22,Banadir,SO23,Qoryooley,1/2/2020,South  Central,SRDO,2,2,0,0,0,0,0,1,0,0,5,Conflict/Insecurity,Water
SO26,Garbahaarey,SO26,Garbahaarey,1/3/2020,South  Central,SORDES,1,1,1,0,1,1,0,1,1,0,7,Drought,Food
SO22,Banadir,SO23,Qoryooley,1/2/2020,South  Central,SRDO,2,1,1,0,0,0,0,1,0,0,5,Conflict/Insecurity,Food
SO22,Banadir,SO23,Qoryooley,1/2/2020,South  Central,SRDO,2,1,1,0,0,0,0,1,0,0,5,Conflict/Insecurity,Food
SO24,Baidoa,SO24,Baidoa,1/3/2020,South  Central,KANAVA,0,0,2,0,1,0,1,1,0,0,5,Drought,Food
SO24,Baidoa,SO24,Baidoa,1/3/2020,South  Central,KANAVA,1,0,0,0,0,0,1,1,0,0,3,Drought,Food
SO24,Baidoa,SO24,Baidoa,1/3/2020,South  Central,KANAVA,0,1,0,0,2,0,1,1,0,0,5,Drought,Food
SO24,Baidoa,SO24,Baidoa,1/3/2020,South  Central,KANAVA,1,1,0,0,1,2,1,1,0,0,7,Drought,Food
SO24,Baidoa,SO24,Baidoa,1/3/2020,South  Central,KANAVA,1,0,0,3,0,0,1,1,0,0,6,Drought,Food
SO24,Baidoa,SO24,Baidoa,1/3/2020,South  Central,KANAVA,0,0,1,0,2,1,1,1,0,0,6,Drought,Food
SO28,Jamaame,SO28,Jamaame,1/4/2020,South  Central,JF,1,1,1,1,1,1,1,1,0,1,9,Conflict/Insecurity,Shelter
SO28,Jamaame,SO28,Jamaame,1/4/2020,South  Central,JF,1,1,0,1,1,0,1,1,0,1,7,Conflict/Insecurity,Shelter
SO28,Jamaame,SO28,Jamaame,1/4/2020,South  Central,JF,1,1,1,1,1,0,0,1,0,0,6,Conflict/Insecurity,Shelter
SO28,Jamaame,SO28,Jamaame,1/4/2020,South  Central,JF,0,1,1,1,1,0,1,1,0,0,6,Conflict/Insecurity,Shelter
SO28,Jamaame,SO28,Jamaame,1/4/2020,South  Central,JF,1,1,1,0,1,1,1,1,0,1,8,Conflict/Insecurity,Shelter
SO28,Jamaame,SO28,Jamaame,1/4/2020,South  Central,JF,1,1,1,1,1,1,1,1,1,1,10,Conflict/Insecurity,Shelter
SO16,Qardho,SO22,Banadir,1/1/2020,Puntland,PDO,1,1,2,1,0,0,1,1,0,0,7,Drought,Shelter
SO16,Qardho,SO27,Jilib,1/2/2020,Puntland,PDO,2,1,2,0,0,0,0,1,0,0,6,Drought,Shelter
SO16,Qardho,SO22,Banadir,1/1/2020,Puntland,PDO,1,2,0,2,0,0,1,1,0,0,7,Drought,Shelter
SO28,Afmadow,SO27,Bu'aale,1/5/2020,South  Central,SAF,0,0,2,2,1,0,2,1,0,0,8,Conflict/Insecurity,Food
SO16,Qardho,SO20,Bulo Burto,1/2/2020,Puntland,PDO,1,1,0,1,0,0,1,1,0,0,5,Conflict/Insecurity,Shelter
SO16,Qardho,SO18,Galdogob,1/1/2020,Puntland,PDO,1,1,0,0,0,0,1,1,0,0,4,Drought,Food
SO28,Kismayo,SO28,Jamaame,1/5/2020,South  Central,SEDHURO,0,1,0,1,0,2,0,1,0,0,5,Drought,Food
SO28,Kismayo,SO28,Jamaame,1/5/2020,South  Central,SEDHURO,0,0,0,2,0,1,0,1,0,0,4,Conflict/Insecurity,Food
SO28,Kismayo,SO28,Jamaame,1/5/2020,South  Central,SEDHURO,0,1,0,2,0,1,0,1,0,0,5,Drought,Food
SO26,Belet Xaawo,SO26,Luuq,1/5/2020,South  Central,Somali Aid,1,0,2,1,1,1,1,1,0,0,8,Drought,Food
SO28,Kismayo,SO27,Jilib,1/5/2020,South  Central,SEDHURO,0,0,1,1,0,1,1,1,0,0,5,Conflict/Insecurity,Food
SO16,Qardho,SO16,Qardho,1/2/2020,Puntland,PDO,0,3,1,0,0,0,1,1,0,0,6,Drought,Equal access to Aid
SO28,Kismayo,SO28,Jamaame,1/5/2020,South  Central,SEDHURO,0,1,0,1,2,0,1,1,1,0,7,Drought,Food
SO26,Belet Xaawo,SO26,Baardheere,1/5/2020,South  Central,Somali Aid,0,0,1,1,0,1,2,1,0,0,6,Flood,Food
SO28,Kismayo,SO28,Kismayo,1/2/2020,South  Central,SEDHURO,1,0,1,1,0,0,1,1,0,0,5,Drought,Shelter
SO28,Kismayo,SO28,Jamaame,1/4/2020,South  Central,SEDHURO,0,1,2,0,1,0,1,1,1,0,7,Drought,Shelter
SO28,Kismayo,SO28,Badhaadhe,1/3/2020,South  Central,SEDHURO,0,1,1,0,1,0,1,1,0,0,5,Drought,Shelter
SO28,Kismayo,SO28,Jamaame,1/3/2020,South  Central,SEDHURO,1,0,1,0,1,0,0,1,0,0,4,Conflict/Insecurity,Food
SO28,Afmadow,SO28,Afmadow,1/3/2020,South  Central,WRRS,1,1,1,0,0,0,1,1,0,0,5,Drought,Food
SO28,Afmadow,SO28,Afmadow,1/3/2020,South  Central,WRRS,1,0,1,0,1,0,0,1,0,0,4,Drought,Food
SO26,Luuq,SO26,Garbahaarey,1/1/2020,South  Central,SHRA,1,1,1,2,0,1,2,1,0,0,9,Conflict/Insecurity,Food
SO26,Luuq,SO26,Garbahaarey,1/1/2020,South  Central,SHRA,1,1,2,1,0,0,1,1,0,0,7,Conflict/Insecurity,Food
SO26,Luuq,SO26,Garbahaarey,1/1/2020,South  Central,SHRA,1,1,0,0,0,0,1,1,0,0,4,Conflict/Insecurity,Food
SO28,Kismayo,SO28,Jamaame,1/4/2020,South  Central,SEDHURO,0,1,1,0,1,0,1,1,0,0,5,Conflict/Insecurity,Shelter
SO26,Luuq,SO26,Garbahaarey,1/1/2020,South  Central,SHRA,0,0,1,2,1,1,1,1,1,0,8,Drought,
SO26,Luuq,SO26,Garbahaarey,1/3/2020,South  Central,SHRA,2,2,1,1,0,1,1,1,0,0,9,Conflict/Insecurity,Food
SO22,Banadir,SO21,Balcad,1/2/2020,South  Central,SRDO,1,2,0,0,0,0,1,1,0,0,5,Conflict/Insecurity,Health
SO22,Banadir,SO21,Balcad,1/2/2020,South  Central,SRDO,2,2,0,0,0,0,0,1,0,0,5,Conflict/Insecurity,Health
SO22,Banadir,SO23,Qoryooley,1/3/2020,South  Central,SOHRA,1,0,0,0,0,0,1,1,0,0,3,Flood,
SO22,Banadir,SO21,Balcad,1/2/2020,South  Central,SRDO,2,3,0,0,0,0,0,1,0,0,6,Conflict/Insecurity,Food
SO22,Banadir,SO23,Qoryooley,1/3/2020,South  Central,SOHRA,1,1,0,0,0,0,1,1,0,0,4,Flood,
SO22,Banadir,SO23,Qoryooley,1/3/2020,South  Central,SOHRA,1,2,0,0,0,0,1,1,0,0,5,Flood,
SO22,Banadir,SO21,Balcad,1/2/2020,South  Central,SRDO,2,1,1,0,0,0,0,1,0,0,5,Conflict/Insecurity,Water
SO22,Banadir,SO23,Qoryooley,1/3/2020,South  Central,SOHRA,1,2,1,0,0,0,1,1,0,0,6,Flood,
SO22,Banadir,SO21,Balcad,1/2/2020,South  Central,SRDO,2,3,0,0,0,0,0,1,0,0,6,Conflict/Insecurity,Food
SO22,Banadir,SO23,Qoryooley,1/3/2020,South  Central,SOHRA,1,2,2,0,0,0,1,1,0,0,7,Flood,
SO22,Banadir,SO21,Balcad,1/2/2020,South  Central,SRDO,2,2,0,0,0,0,0,1,0,0,5,Conflict/Insecurity,Food
SO22,Banadir,SO23,Afgooye,1/4/2020,South  Central,SOHRA,1,1,1,0,0,0,1,1,0,0,5,Flood,
SO18,Gaalkacyo,SO17,Garoowe,1/5/2020,Puntland,SOSDA,1,2,0,1,0,0,1,1,0,0,6,Drought,Livelihood support
SO22,Banadir,SO23,Afgooye,1/3/2020,South  Central,SOHRA,1,1,2,0,0,0,1,1,0,0,6,Flood,Shelter
SO18,Gaalkacyo,SO17,Garoowe,1/5/2020,Puntland,SOSDA,1,1,1,0,0,0,1,1,0,0,5,Drought,Transport
SO22,Banadir,SO23,Qoryooley,1/2/2020,South  Central,SOHRA,1,2,1,1,0,0,1,1,0,0,7,Flood,
SO22,Banadir,SO23,Afgooye,1/4/2020,South  Central,SOHRA,1,2,0,0,0,0,0,0,0,0,3,Flood,
SO22,Banadir,SO23,Qoryooley,1/4/2020,South  Central,SOHRA,2,1,1,2,0,0,1,1,0,0,8,Flood,
SO22,Banadir,SO23,Qoryooley,1/5/2020,South  Central,SOHRA,1,2,1,3,0,0,1,1,0,0,9,Flood,
SO22,Banadir,SO23,Afgooye,1/4/2020,South  Central,SOHRA,0,0,2,3,0,0,1,1,0,0,7,Flood,Shelter
SO18,Gaalkacyo,SO17,Garoowe,1/5/2020,Puntland,SOSDA,2,0,1,1,1,1,1,1,0,0,8,Drought,Livelihood support
SO22,Banadir,SO23,Afgooye,1/4/2020,South  Central,SOHRA,1,2,0,0,0,0,1,1,0,0,5,Flood,Shelter
SO18,Gaalkacyo,SO17,Garoowe,1/5/2020,Puntland,SOSDA,1,1,1,0,0,0,1,1,0,0,5,Drought,Water
SO22,Banadir,SO23,Afgooye,1/4/2020,South  Central,SOHRA,0,0,2,3,0,0,1,1,0,0,7,Flood,Shelter
SO18,Gaalkacyo,SO17,Garoowe,1/5/2020,Puntland,SOSDA,1,1,1,2,0,0,1,1,0,0,7,Drought,Livelihood support
SO22,Banadir,SO23,Afgooye,1/4/2020,South  Central,SOHRA,0,0,1,3,0,0,1,1,0,0,6,Flood,Shelter
SO18,Gaalkacyo,SO17,Garoowe,1/5/2020,Puntland,SOSDA,1,1,1,0,0,0,1,1,0,0,5,Drought,Livelihood support
SO11,Lughaye,SO11,Borama,1/4/2020,Somaliland,SOSTA,1,1,2,1,0,1,1,1,0,0,8,Drought,Livelihood support
SO18,Gaalkacyo,SO17,Garoowe,1/5/2020,Puntland,SOSDA,1,2,0,2,2,0,1,1,0,0,9,Drought,Food
SO18,Gaalkacyo,SO17,Garoowe,1/5/2020,Puntland,SOSDA,1,1,1,1,0,0,1,1,0,0,6,Drought,Transport
SO18,Gaalkacyo,SO17,Garoowe,1/5/2020,Puntland,SOSDA,1,1,1,0,0,0,1,1,0,0,5,Drought,Transport
SO24,Baidoa,SO24,Diinsoor,1/1/2020,South  Central,IRMAN-HRD ,0,1,1,1,0,0,1,1,0,0,5,Conflict/Insecurity,Food
SO24,Baidoa,SO24,Baidoa,1/1/2020,South  Central,IRMAN-HRD ,2,1,0,1,0,0,1,1,0,0,6,Conflict/Insecurity,Food
SO24,Baidoa,SO24,Diinsoor,1/1/2020,South  Central,IRMAN-HRD ,1,1,0,0,0,0,1,1,0,0,4,Conflict/Insecurity,Food
SO11,Zeylac,SO11,Borama,1/1/2020,Somaliland,SOSTA,1,1,2,0,0,1,1,1,0,0,7,Drought,Livelihood support
SO24,Baidoa,SO24,Diinsoor,1/1/2020,South  Central,IRMAN-HRD ,0,2,1,0,0,0,1,1,0,0,5,Conflict/Insecurity,Food
SO11,Zeylac,SO11,Borama,1/2/2020,Somaliland,SOSTA,1,1,0,1,0,0,1,1,0,0,5,Drought,Livelihood support
SO11,Zeylac,SO11,Borama,1/4/2020,Somaliland,SOSTA,2,1,0,0,1,0,1,1,0,0,6,Drought,Livelihood support
SO24,Baidoa,SO24,Buur Hakaba,1/1/2020,South  Central,IRMAN-HRD ,0,2,1,1,0,0,1,0,0,0,5,Conflict/Insecurity,Food
SO24,Baidoa,SO24,Baidoa,1/2/2020,South  Central,IRMAN-HRD ,1,1,0,0,0,0,1,1,0,0,4,Conflict/Insecurity,Food
SO24,Baidoa,SO24,Buur Hakaba,1/2/2020,South  Central,IRMAN-HRD ,0,2,1,1,0,0,1,0,0,0,5,Conflict/Insecurity,Food
SO24,Baidoa,SO24,Baidoa,1/2/2020,South  Central,IRMAN-HRD ,0,2,1,1,0,0,1,1,0,0,6,Conflict/Insecurity,Food
SO24,Baidoa,SO24,Baidoa,1/2/2020,South  Central,IRMAN-HRD ,0,2,1,0,0,0,1,1,0,0,5,Conflict/Insecurity,Food
SO24,Baidoa,SO24,Diinsoor,1/3/2020,South  Central,IRMAN-HRD ,0,2,1,1,0,0,1,1,0,0,6,Conflict/Insecurity,Food
SO11,Borama,SO11,Borama,1/3/2020,Somaliland,SOSTA,0,0,1,0,1,1,1,0,0,0,4,Drought,Health
SO26,Baardheere,SO27,Saakow,1/5/2020,South  Central,SORDES,0,1,1,2,1,2,1,1,0,0,9,Conflict/Insecurity,Food
SO26,Baardheere,SO26,Baardheere,1/5/2020,South  Central,SORDES,0,2,0,2,1,1,1,2,1,0,10,Conflict/Insecurity,Food
SO26,Garbahaarey,SO24,Qansax Dheere,1/4/2020,South  Central,SORDES,0,1,2,1,1,0,1,1,0,0,7,Drought,Food
SO26,Garbahaarey,SO24,Qansax Dheere,1/4/2020,South  Central,SORDES,0,1,2,1,1,1,1,1,0,0,8,Drought,Food
SO27,Saakow,SO27,Saakow,1/2/2020,South  Central,JCC,0,0,0,0,0,0,1,1,1,1,4,Drought,Food
SO24,Baidoa,SO24,Diinsoor,1/4/2020,South  Central,KANAVA,0,1,0,2,0,0,1,1,0,0,5,Drought,Food
SO24,Baidoa,SO24,Diinsoor,1/4/2020,South  Central,KANAVA,1,0,2,0,1,1,1,1,0,0,7,Drought,Food
SO24,Baidoa,SO24,Diinsoor,1/4/2020,South  Central,KANAVA,0,0,1,0,1,2,1,1,0,0,6,Drought,Food
SO24,Baidoa,SO24,Baidoa,1/3/2020,South  Central,KANAVA,0,1,2,0,2,0,1,1,0,0,7,Drought,Food
SO28,Afmadow,SO27,Bu'aale,1/5/2020,South  Central,SAF,1,1,0,1,0,1,1,1,0,0,6,Conflict/Insecurity,Food
SO16,Qardho,SO17,Garoowe,1/5/2020,Puntland,PDO,0,0,0,0,0,0,1,1,0,0,2,Drought,Food
SO16,Qardho,SO17,Garoowe,1/5/2020,Puntland,PDO,0,0,0,0,0,0,1,1,0,0,2,Drought,Food
SO16,Qardho,SO26,Baardheere,1/5/2020,Puntland,PDO,1,2,0,0,0,0,0,1,0,0,4,Conflict/Insecurity,Food
SO16,Qardho,SO24,Qansax Dheere,1/5/2020,Puntland,PDO,0,2,0,1,0,0,0,1,0,0,4,Drought,Food
SO16,Qardho,SO17,Garoowe,1/5/2020,Puntland,PDO,0,1,0,0,1,1,0,1,0,0,4,Drought,Food
SO28,Jamaame,SO28,Jamaame,1/5/2020,South  Central,JF,1,1,1,1,1,1,1,1,0,0,8,Conflict/Insecurity,Shelter
SO18,Gaalkacyo,SO18,Gaalkacyo,1/5/2020,Puntland,SBACO,0,2,0,1,1,0,1,1,0,0,6,Drought,Livelihood support
SO28,Kismayo,SO28,Jamaame,1/5/2020,South  Central,SEDHURO,0,1,0,0,1,0,1,0,0,0,3,Conflict/Insecurity,Shelter
SO18,Gaalkacyo,SO18,Gaalkacyo,1/4/2020,Puntland,SBACO,0,2,0,0,1,0,1,0,0,0,4,Drought,Livelihood support
SO28,Kismayo,SO28,Jamaame,1/4/2020,South  Central,SEDHURO,1,0,0,1,1,0,1,1,0,0,5,Drought,Shelter
SO18,Galdogob,SO18,Galdogob,1/5/2020,Puntland,SBACO,2,0,1,1,0,0,1,0,0,0,5,Drought,Food
SO28,Kismayo,SO28,Jamaame,1/3/2020,South  Central,SEDHURO,1,0,1,0,0,1,1,0,0,0,4,Conflict/Insecurity,Shelter
SO18,Galdogob,SO18,Galdogob,1/5/2020,Puntland,SBACO,0,2,0,1,0,0,1,1,0,0,5,Drought,Shelter
SO28,Kismayo,SO27,Jilib,1/2/2020,South  Central,SEDHURO,0,1,0,1,0,0,1,0,0,0,3,Conflict/Insecurity,Shelter
SO18,Galdogob,SO18,Gaalkacyo,1/5/2020,Puntland,SBACO,0,2,0,0,0,1,1,0,0,0,4,Drought,Health
SO28,Kismayo,SO28,Jamaame,1/4/2020,South  Central,SEDHURO,0,1,1,1,0,0,1,1,0,0,5,Conflict/Insecurity,Shelter
SO28,Jamaame,SO28,Jamaame,1/5/2020,South  Central,JF,1,1,0,1,1,1,1,1,0,0,7,Conflict/Insecurity,Shelter
SO28,Kismayo,SO28,Afmadow,1/5/2020,South  Central,SEDHURO,0,0,1,0,2,0,1,1,1,0,6,Drought,Shelter
SO22,Banadir,SO23,Afgooye,1/4/2020,South  Central,SSWC,1,0,0,1,0,1,2,2,1,0,8,Drought,Food
SO28,Kismayo,SO28,Jamaame,1/4/2020,South  Central,SEDHURO,0,1,0,1,0,2,1,1,0,0,6,Drought,Shelter
SO22,Banadir,SO23,Afgooye,1/4/2020,South  Central,SSWC,1,0,0,1,0,1,2,2,0,0,7,Drought,Food
SO22,Banadir,SO23,Afgooye,1/4/2020,South  Central,SSWC,1,0,1,1,0,1,1,1,0,0,6,Drought,Food
SO28,Kismayo,SO28,Jamaame,1/6/2020,South  Central,SEDHURO,0,1,0,1,0,2,0,1,0,0,5,Drought,Food
SO22,Banadir,SO23,Afgooye,1/4/2020,South  Central,SSWC,1,1,0,1,0,1,2,2,0,0,8,Drought,Food
SO22,Banadir,SO23,Afgooye,1/4/2020,South  Central,SSWC,1,0,0,1,0,1,1,1,0,0,5,Drought,Food
SO28,Kismayo,SO28,Jamaame,1/6/2020,South  Central,SEDHURO,0,1,0,1,0,1,0,1,0,0,4,Other,Food
SO28,Kismayo,SO28,Kismayo,1/6/2020,South  Central,SEDHURO,0,2,0,1,0,1,1,0,0,0,5,Other,Food
SO28,Kismayo,SO28,Jamaame,1/6/2020,South  Central,SEDHURO,0,1,0,2,0,0,0,1,0,0,4,Conflict/Insecurity,Food
SO28,Kismayo,SO28,Jamaame,1/6/2020,South  Central,SEDHURO,0,1,0,2,0,1,0,1,0,0,5,Drought,Food
SO28,Kismayo,SO28,Kismayo,1/6/2020,South  Central,SEDHURO,0,1,0,1,0,1,0,1,0,0,4,Drought,Food
SO15,Ceel Afweyn,SO15,Ceel Afweyn,1/2/2020,Somaliland,SOYDAVOSANAAG,0,1,1,0,2,1,0,0,1,1,7,Conflict/Insecurity,Livelihood support
SO28,Afmadow,SO28,Afmadow,1/4/2020,South  Central,WRRS,1,1,1,1,0,0,0,1,0,0,5,Drought,Food
SO28,Afmadow,SO28,Afmadow,1/4/2020,South  Central,WRRS,1,1,0,1,0,0,1,1,0,0,5,Drought,Food
SO12,Hargeysa,SO12,Berbera,1/5/2020,Somaliland,VOSOMWO,0,0,0,0,2,1,1,1,0,0,5,Drought,Livelihood support
SO22,Banadir,SO21,Balcad,1/4/2020,South  Central,INTERSOM,2,0,0,0,0,0,1,1,0,0,4,Conflict/Insecurity,Food
SO22,Banadir,SO21,Balcad,1/5/2020,South  Central,INTERSOM,0,1,1,1,0,0,0,1,0,1,5,Conflict/Insecurity,Food
