Current Region,CurrentDistrict,Previous Region,PreviousDistrict,Arrival,ZoneName,OrganisationAcronym,0-4M,0-4F,5-11M,5-11F,12-17M,12-17F,18_59M,18_59F,60+M,60+F,Individuals,Category,Need
SO28,Kismayo,SO28,Jamaame,1/2/2021,South  Central,SEDHURO,0,2,1,1,2,1,0,1,0,0,8,Drought,Food
SO28,Kismayo,SO28,Jamaame,1/1/2021,South  Central,SEDHURO,2,0,1,3,0,0,1,1,0,0,8,Flood,Shelter
SO28,Kismayo,SO28,Jamaame,1/3/2021,South  Central,SEDHURO,1,1,0,1,0,1,0,1,0,0,5,Drought,Food
SO12,Hargeysa,SO14,Laas Caanood,1/3/2021,Somaliland,VOSOMWO,0,1,1,1,1,0,1,1,0,0,6,Conflict/Insecurity,Livelihood support
SO28,Jamaame,SO28,Jamaame,1/3/2021,South  Central,SEDHURO,0,2,0,1,0,1,1,1,0,0,6,Drought,Food
SO28,Kismayo,SO28,Jamaame,1/3/2021,South  Central,SEDHURO,1,0,1,0,0,1,0,1,0,0,4,Flood,Food
SO16,Iskushuban,SO16,Qardho,1/3/2021,Puntland,MRF,3,2,2,0,0,0,0,0,0,0,7,Drought,Food
SO16,Iskushuban,SO16,Qardho,1/3/2021,Puntland,MRF,1,2,1,1,0,0,0,0,0,0,5,Drought,Livelihood support
SO15,Badhan,SO15,Laasqoray,1/3/2021,Puntland,YESO,1,1,1,2,1,1,1,1,0,0,9,Drought,Food
SO16,Iskushuban,SO16,Qardho,1/3/2021,Puntland,MRF,1,3,2,0,0,0,0,0,0,0,6,Drought,Shelter
SO15,Badhan,SO15,Laasqoray,1/3/2021,Puntland,YESO,2,0,0,2,0,0,1,1,0,0,6,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/3/2021,Puntland,YESO,1,1,0,0,1,1,1,1,0,0,6,Drought,Food
SO27,Saakow,SO27,Saakow,1/3/2021,South  Central,JCC,0,0,0,0,0,0,1,1,1,0,3,Conflict/Insecurity,Food
SO14,Laas Caanood,SO14,Taleex,1/3/2021,Somaliland,SSWO,1,1,1,1,1,1,1,1,0,0,8,Drought,Livelihood support
SO15,Badhan,SO15,Laasqoray,1/3/2021,Puntland,YESO,1,1,1,0,1,1,1,1,0,0,7,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/3/2021,Puntland,YESO,1,1,1,1,1,1,1,1,0,0,8,Drought,Food
SO14,Laas Caanood,SO14,Laas Caanood,1/3/2021,Somaliland,SSWO,1,1,0,1,0,1,1,1,0,0,6,Drought,Health
SO14,Laas Caanood,SO13,Buuhoodle,1/3/2021,Somaliland,SSWO,1,1,1,3,1,1,1,1,0,0,10,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/3/2021,Puntland,YESO,1,0,1,1,1,0,1,1,0,0,6,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/3/2021,Puntland,YESO,1,1,1,0,1,1,1,1,0,0,7,Drought,Food
SO14,Laas Caanood,SO14,Xudun,1/3/2021,Somaliland,SSWO,1,1,1,3,1,1,1,2,0,0,11,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/3/2021,Puntland,YESO,1,1,1,1,1,1,1,1,0,0,8,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/3/2021,Puntland,YESO,1,1,0,0,0,1,1,1,0,0,5,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/3/2021,Puntland,YESO,2,0,0,2,0,0,1,1,0,0,6,Drought,Food
SO22,Banadir,SO23,Marka,1/2/2021,South  Central,SOHRA,0,0,0,0,0,0,1,1,0,0,2,Conflict/Insecurity,Shelter
SO22,Banadir,SO23,Marka,1/2/2021,South  Central,SOHRA,1,0,0,0,0,0,1,1,0,0,3,Conflict/Insecurity,Shelter
SO22,Banadir,SO23,Marka,1/2/2021,South  Central,SOHRA,1,1,0,0,0,0,1,1,0,0,4,Conflict/Insecurity,Shelter
SO22,Banadir,SO23,Marka,1/2/2021,South  Central,SOHRA,1,2,0,0,0,0,1,1,0,0,5,Conflict/Insecurity,Shelter
SO22,Banadir,SO23,Marka,1/2/2021,South  Central,SOHRA,1,2,1,0,0,0,1,1,0,0,6,Conflict/Insecurity,Shelter
SO22,Banadir,SO23,Marka,1/2/2021,South  Central,SOHRA,1,2,2,0,0,0,1,1,0,0,7,Conflict/Insecurity,Shelter
SO22,Banadir,SO23,Marka,1/2/2021,South  Central,SOHRA,1,2,2,1,0,0,1,1,0,0,8,Conflict/Insecurity,Shelter
SO16,Iskushuban,SO16,Qardho,1/3/2021,Puntland,MRF,5,3,2,3,0,0,0,0,0,0,13,Drought,Livelihood support
SO16,Iskushuban,SO16,Qardho,1/3/2021,Puntland,MRF,3,4,2,3,0,0,0,0,0,0,12,Drought,Transport
SO16,Iskushuban,SO16,Qardho,1/3/2021,Puntland,MRF,3,3,2,0,0,0,0,0,0,0,8,Drought,Equal access to Aid
SO22,Banadir,SO23,Marka,1/2/2021,South  Central,SRDO,2,1,0,0,0,0,0,1,0,0,4,Conflict/Insecurity,Water
SO22,Banadir,SO23,Marka,1/2/2021,South  Central,SRDO,2,2,1,0,0,0,0,1,0,0,6,Conflict/Insecurity,Food
SO22,Banadir,SO23,Afgooye,1/2/2021,South  Central,SRDO,1,1,1,1,1,0,1,1,0,0,7,Conflict/Insecurity,Food
SO22,Banadir,SO23,Afgooye,1/2/2021,South  Central,SRDO,1,1,1,0,0,0,1,1,0,0,5,Conflict/Insecurity,Food
SO22,Banadir,SO23,Afgooye,1/3/2021,South  Central,SRDO,1,1,0,0,0,0,1,1,0,0,4,Conflict/Insecurity,Food
SO18,Galdogob,SO18,Gaalkacyo,1/3/2021,Puntland,SBACO,0,2,0,1,0,1,1,0,0,0,5,Drought,Livelihood support
SO18,Gaalkacyo,SO18,Gaalkacyo,1/3/2021,Puntland,SBACO,0,2,0,1,0,1,1,1,0,0,6,Other,Health
SO18,Gaalkacyo,SO18,Gaalkacyo,1/3/2021,Puntland,SBACO,0,2,0,1,0,1,1,1,0,0,6,Other,Health
SO18,Galdogob,SO18,Galdogob,1/3/2021,Puntland,SBACO,0,2,0,1,0,1,1,0,0,0,5,Drought,Health
SO18,Galdogob,SO18,Galdogob,1/3/2021,Puntland,SBACO,0,2,0,1,0,1,1,1,0,0,6,Drought,Health
SO18,Gaalkacyo,SO18,Gaalkacyo,1/3/2021,Puntland,SBACO,0,2,0,2,0,1,1,0,0,0,6,Drought,Health
SO15,Ceerigaabo,SO15,Ceerigaabo,1/2/2021,Somaliland,SOYDAVOSANAAG,2,1,1,0,0,0,1,1,0,0,6,Drought,Livelihood support
SO15,Ceerigaabo,SO15,Ceerigaabo,1/2/2021,Somaliland,SOYDAVOSANAAG,2,1,0,0,0,0,1,1,0,0,5,Drought,Livelihood support
SO15,Ceerigaabo,SO15,Ceerigaabo,1/2/2021,Somaliland,SOYDAVOSANAAG,2,1,1,1,0,0,1,1,0,0,7,Drought,Livelihood support
SO16,Qardho,SO22,Banadir,1/1/2021,Puntland,PDO,1,1,2,0,0,0,1,1,0,0,6,Drought,Shelter
SO16,Qardho,SO22,Banadir,1/1/2021,Puntland,PDO,2,0,1,0,0,0,1,1,0,0,5,Drought,Livelihood support
SO15,Badhan,SO15,Laasqoray,1/4/2021,Puntland,YESO,1,0,1,1,0,1,1,1,0,0,6,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/4/2021,Puntland,YESO,1,1,1,1,0,1,1,1,0,0,7,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/4/2021,Puntland,YESO,1,1,1,1,1,1,1,1,0,0,8,Drought,Food
SO28,Kismayo,SO28,Jamaame,1/4/2021,South  Central,SEDHURO,0,1,0,1,0,1,0,1,0,0,4,Drought,Food
SO28,Kismayo,SO28,Jamaame,1/4/2021,South  Central,SEDHURO,0,1,0,1,0,1,0,1,0,0,4,Flood,Food
SO15,Badhan,SO15,Laasqoray,1/4/2021,Puntland,YESO,1,1,0,0,1,0,1,1,0,0,5,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/4/2021,Puntland,YESO,1,1,0,1,1,1,1,1,0,0,7,Drought,Food
SO26,Baardheere,SO24,Diinsoor,1/4/2021,South  Central,SORDES,1,0,2,2,1,1,2,1,0,0,10,Drought,Food
SO12,Hargeysa,SO13,Owdweyne,1/3/2021,Somaliland,VOSOMWO,0,0,0,0,0,1,2,1,0,0,4,Drought,Livelihood support
SO15,Badhan,SO15,Laasqoray,1/4/2021,Puntland,YESO,1,0,1,0,1,1,1,1,0,0,6,Drought,Food
SO26,Baardheere,SO26,Baardheere,1/4/2021,South  Central,SORDES,0,2,1,2,1,1,1,2,1,0,11,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/4/2021,Puntland,YESO,1,1,0,1,1,1,1,1,0,0,7,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/4/2021,Puntland,YESO,1,1,0,0,0,1,1,1,0,0,5,Drought,Food
SO16,Qardho,SO22,Banadir,1/1/2021,Puntland,PDO,1,2,2,0,0,0,1,1,0,0,7,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/4/2021,Puntland,YESO,1,1,0,1,0,1,1,1,0,0,6,Drought,Food
SO16,Qardho,SO17,Garoowe,1/1/2021,Puntland,PDO,1,1,0,0,0,0,0,1,0,0,3,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/4/2021,Puntland,YESO,1,1,1,0,2,2,1,1,0,0,9,Drought,Food
SO16,Qardho,SO15,Dhahar,1/1/2021,Puntland,PDO,0,3,1,0,0,0,1,1,0,0,6,Drought,Food
SO28,Jamaame,SO28,Jamaame,1/3/2021,South  Central,JF,1,1,1,1,0,1,1,1,0,0,7,Conflict/Insecurity,Shelter
,Gaalkacyo,SO16,Bossaso,1/4/2021,Puntland,SOSDA,0,2,1,0,0,1,1,1,0,0,6,Drought,Transport
SO18,Gaalkacyo,SO16,Qardho,1/4/2021,Puntland,SOSDA,1,2,0,1,1,1,1,1,0,0,8,Drought,Transport
SO18,Gaalkacyo,SO17,Garoowe,1/4/2021,Puntland,SOSDA,0,1,0,0,1,0,1,1,0,0,4,Drought,Transport
SO18,Gaalkacyo,SO12,Hargeysa,1/4/2021,Puntland,SOSDA,0,0,2,1,0,1,0,1,0,0,5,Drought,Transport
SO18,Gaalkacyo,SO16,Bossaso,1/4/2021,Puntland,SOSDA,0,3,1,0,1,0,1,1,0,0,7,Drought,Transport
SO18,Gaalkacyo,SO17,Burtinle,1/4/2021,Puntland,SOSDA,0,1,0,1,1,1,1,1,0,0,6,Drought,Livelihood support
SO18,Gaalkacyo,SO16,Bossaso,1/4/2021,Puntland,SOSDA,0,0,2,1,1,1,1,1,0,1,8,Drought,Transport
SO22,Banadir,SO23,Marka,1/3/2021,South  Central,SOHRA,0,0,0,0,0,0,1,1,0,0,2,Conflict/Insecurity,Shelter
SO22,Banadir,SO23,Marka,1/3/2021,South  Central,SOHRA,1,0,0,0,0,0,1,1,0,0,3,Conflict/Insecurity,Shelter
SO22,Banadir,SO23,Marka,1/3/2021,South  Central,SOHRA,1,1,0,0,0,0,1,1,0,0,4,Conflict/Insecurity,Shelter
SO22,Banadir,SO23,Marka,1/3/2021,South  Central,SOHRA,1,2,0,0,0,0,1,1,0,0,5,Conflict/Insecurity,Shelter
SO22,Banadir,SO23,Marka,1/3/2021,South  Central,SOHRA,1,2,1,0,0,0,1,1,0,0,6,Conflict/Insecurity,Shelter
SO22,Banadir,SO23,Marka,1/3/2021,South  Central,SOHRA,1,1,2,1,0,0,1,1,0,0,7,Conflict/Insecurity,Food
SO22,Banadir,SO23,Marka,1/2/2021,South  Central,SOHRA,1,2,2,1,0,0,1,1,0,0,8,Conflict/Insecurity,Health
SO22,Banadir,SO23,Baraawe,1/3/2021,South  Central,SRDO,1,1,1,0,0,0,1,1,0,0,5,Conflict/Insecurity,Food
SO22,Banadir,SO23,Marka,1/3/2021,South  Central,SOHRA,1,2,2,2,0,0,1,1,0,0,9,Conflict/Insecurity,Health
SO22,Banadir,SO23,Marka,1/3/2021,South  Central,SOHRA,1,2,2,2,1,0,1,1,0,0,10,Conflict/Insecurity,Food
SO22,Banadir,SO23,Afgooye,1/3/2021,South  Central,SRDO,1,2,1,0,0,0,1,1,0,0,6,Conflict/Insecurity,Livelihood support
SO22,Banadir,SO23,Marka,1/3/2021,South  Central,SOHRA,1,1,2,2,2,1,1,1,0,0,11,Conflict/Insecurity,Health
SO22,Banadir,SO20,Jalalaqsi,1/2/2021,South  Central,SRDO,2,1,0,0,0,0,0,1,0,0,4,Conflict/Insecurity,Food
SO22,Banadir,SO20,Jalalaqsi,1/2/2021,South  Central,SRDO,2,1,1,0,0,0,0,1,0,0,5,Conflict/Insecurity,Water
SO13,Buuhoodle,SO13,Buuhoodle,1/2/2021,Somaliland,SSWO,1,1,1,1,1,1,2,2,1,1,12,Drought,Agricultural/pastoralist support
SO13,Buuhoodle,SO13,Buuhoodle,1/1/2021,Somaliland,SSWO,1,2,2,1,1,1,3,4,3,2,20,Drought,Agricultural/pastoralist support
SO13,Owdweyne,SO13,Owdweyne,1/1/2021,Somaliland,SOYDAVO,2,1,0,1,0,0,1,1,0,0,6,Other,Health
SO13,Owdweyne,SO13,Owdweyne,1/3/2021,Somaliland,SOYDAVO,0,1,2,1,0,0,1,1,0,0,6,Other,Livelihood support
SO13,Owdweyne,SO13,Owdweyne,1/3/2021,Somaliland,SOYDAVO,1,2,1,1,0,0,1,1,0,0,7,Drought,Livelihood support
SO13,Owdweyne,SO13,Owdweyne,1/3/2021,Somaliland,SOYDAVO,1,2,1,1,0,0,1,1,0,0,7,Drought,Livelihood support
SO16,Bandarbeyla,SO14,Taleex,1/1/2021,Puntland,PDO,2,0,1,3,0,0,1,1,0,0,8,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/5/2021,Puntland,YESO,1,1,1,0,0,1,1,1,0,0,6,Drought,Food
SO16,Bandarbeyla,SO16,Qardho,1/1/2021,Puntland,PDO,0,2,1,0,0,0,1,1,0,0,5,Other,Shelter
SO15,Badhan,SO15,Laasqoray,1/5/2021,Puntland,YESO,1,1,0,1,1,1,1,1,0,0,7,Drought,Food
SO28,Jamaame,SO28,Jamaame,1/4/2021,South  Central,JF,1,1,1,1,0,1,1,1,0,0,7,Conflict/Insecurity,Shelter
SO15,Ceerigaabo,SO15,Ceerigaabo,1/2/2021,Somaliland,SOYDAVOSANAAG,2,1,1,0,0,0,1,1,0,0,6,Drought,Livelihood support
SO15,Badhan,SO15,Laasqoray,1/5/2021,Puntland,YESO,1,1,0,0,0,1,1,1,0,0,5,Drought,Food
SO24,Diinsoor,SO23,Kurtunwaarey,1/5/2021,South  Central,SDIO,1,1,1,1,3,1,1,1,1,1,12,Drought,Food
SO16,Bandarbeyla,SO16,Qardho,1/1/2021,Puntland,PDO,1,0,3,0,0,0,1,1,0,0,6,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/5/2021,Puntland,YESO,1,1,1,1,0,0,1,1,0,0,6,Drought,Food
SO15,Ceerigaabo,SO15,Ceerigaabo,1/4/2021,Somaliland,SOYDAVOSANAAG,2,1,1,1,0,0,1,1,0,0,7,Drought,Agricultural/pastoralist support
SO28,Jamaame,SO28,Jamaame,1/4/2021,South  Central,JF,2,1,0,1,1,1,0,1,0,1,8,Conflict/Insecurity,Shelter
SO15,Badhan,SO15,Laasqoray,1/5/2021,Puntland,YESO,1,1,2,1,1,0,1,1,0,0,8,Drought,Food
SO24,Diinsoor,SO23,Kurtunwaarey,1/5/2021,South  Central,SDIO,1,1,1,1,1,1,1,1,1,0,9,Drought,Food
SO28,Jamaame,SO28,Jamaame,1/4/2021,South  Central,JF,1,1,1,1,1,1,1,1,0,1,9,Conflict/Insecurity,Shelter
SO24,Diinsoor,SO23,Kurtunwaarey,1/5/2021,South  Central,SDIO,1,1,3,1,1,2,1,1,0,0,11,Drought,Food
SO27,Saakow,SO24,Diinsoor,1/5/2021,South  Central,SDIO,1,0,1,1,1,1,1,1,0,0,7,Drought,Food
SO27,Saakow,SO24,Diinsoor,1/5/2021,South  Central,SDIO,1,1,1,3,1,1,1,1,0,0,10,Drought,Food
SO26,Baardheere,SO26,Baardheere,1/5/2021,South  Central,SORDES,0,2,1,1,2,2,1,1,0,1,11,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/5/2021,Puntland,YESO,1,0,1,0,0,0,1,1,0,0,4,Drought,Food
SO15,Ceerigaabo,SO15,Ceerigaabo,1/4/2021,Somaliland,SOYDAVOSANAAG,2,1,1,2,0,0,1,2,0,0,9,Drought,Agricultural/pastoralist support
SO27,Saakow,SO24,Diinsoor,1/5/2021,South  Central,SDIO,1,1,1,3,1,2,2,1,1,0,13,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/5/2021,Puntland,YESO,1,1,1,1,0,1,1,1,0,0,7,Drought,Food
SO27,Saakow,SO24,Diinsoor,1/5/2021,South  Central,SDIO,1,1,1,1,1,1,1,1,0,0,8,Drought,
SO15,Badhan,SO15,Laasqoray,1/5/2021,Puntland,YESO,1,1,0,0,1,1,1,1,0,0,6,Drought,Food
SO27,Saakow,SO26,Baardheere,1/5/2021,South  Central,SDIO,1,0,1,1,0,1,1,1,0,0,6,Drought,Food
SO27,Saakow,SO26,Baardheere,1/5/2021,South  Central,SDIO,1,0,1,1,0,1,1,1,0,0,6,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/5/2021,Puntland,YESO,1,1,0,1,0,0,1,1,0,0,5,Drought,Food
SO27,Saakow,SO26,Baardheere,1/5/2021,South  Central,SDIO,0,0,1,0,0,0,1,1,0,0,3,Drought,Food
SO12,Hargeysa,SO14,Laas Caanood,1/4/2021,Somaliland,VOSOMWO,0,0,1,0,0,1,1,1,0,0,4,Drought,Food
SO27,Saakow,SO26,Baardheere,1/5/2021,South  Central,SDIO,1,1,0,0,1,0,1,1,0,0,5,Drought,Food
SO15,Badhan,SO15,Laasqoray,1/5/2021,Puntland,YESO,1,0,0,1,1,0,1,1,0,0,5,Drought,Food
SO27,Saakow,SO26,Baardheere,1/5/2021,South  Central,SDIO,0,0,1,0,0,0,0,1,0,0,2,Drought,
SO27,Saakow,SO26,Baardheere,1/5/2021,South  Central,SDIO,0,1,0,0,1,0,1,1,0,0,4,Drought,Food
SO14,Laas Caanood,SO14,Taleex,1/5/2021,Somaliland,SSWO,1,2,1,1,1,1,1,1,0,0,9,Drought,Health
SO13,Buuhoodle,SO13,Buuhoodle,1/5/2021,Somaliland,SSWO,1,1,1,1,1,0,0,1,0,0,6,Drought,Food
SO14,Laas Caanood,SO14,Laas Caanood,1/4/2021,Somaliland,SSWO,1,1,1,1,1,1,2,2,1,1,12,Drought,Livelihood support
SO14,Laas Caanood,SO14,Laas Caanood,1/5/2021,Somaliland,SSWO,1,1,1,1,1,1,1,1,0,0,8,Drought,Food
SO14,Laas Caanood,SO14,Laas Caanood,1/3/2021,Somaliland,SSWO,1,2,1,1,2,1,3,3,3,2,19,Drought,Agricultural/pastoralist support
